Page Title,UI Component Name,Function description,Tshirt Sizing,Number of occurrences,Complexity justification,Page URL,Source block name,Variation type,Other remarks
Our Commitment to Ethical and Responsible Use of Animals in Research | AbbVie,Featured Card,A card highlighting a specific story or feature.,M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.abbvie.com/who-we-are/our-principles/positions-views/our-commitment-to-ethical-and-responsible-use-of-animals-in-research.html,featured_card,default,templateIds: tpl_80
Our Commitment to Ethical and Responsible Use of Animals in Research | AbbVie,Footer,The footer section containing additional navigation and site information.,M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.abbvie.com/who-we-are/our-principles/positions-views/our-commitment-to-ethical-and-responsible-use-of-animals-in-research.html,footer,default,templateIds: tpl_80
Algeria | AbbVie,Global Utility Strip,Provides quick access links for users.,S,1,Minimal functionality and scope.,https://www.abbvie.com/contact-center/locations/algeria.html,global_utility_strip,Utility strip,May require accessibility review.
Algeria | AbbVie,Primary Navigation,Facilitates site-wide navigation.,C,1,Deep navigation hierarchy and dropdowns.,https://www.abbvie.com/contact-center/locations/algeria.html,primary_navigation,Main navigation,Ensure comprehensive accessibility compliance.
Algeria | AbbVie,Hero Section,Highlights key content with a visual emphasis.,M,1,Includes large visuals and dynamic text.,https://www.abbvie.com/contact-center/locations/algeria.html,hero_section,Hero banner,May include animations or interactive elements.
Algeria | AbbVie,Who We Are Section,Displays organizational information and values.,S,1,Simple text and link presentation.,https://www.abbvie.com/contact-center/locations/algeria.html,who_we_are_section,Informational section,Primarily static content.
Algeria | AbbVie,Science Section,Showcases scientific initiatives and content.,M,1,May include dynamic content or links.,https://www.abbvie.com/contact-center/locations/algeria.html,science_section,Informational section,Focus on science-related topics.
Algeria | AbbVie,Patients Section,Focuses on patient-centric information and resources.,M,1,Includes links and potentially interactive resources.,https://www.abbvie.com/contact-center/locations/algeria.html,patients_section,Informational section,May require additional accessibility features.
Algeria | AbbVie,Card Grid,Displays a grid layout for visual and textual content.,M,1,Interactive grid with multiple cards.,https://www.abbvie.com/contact-center/locations/algeria.html,card_grid,Grid layout,Ensure responsive design compatibility.
Supplier Resources | AbbVie,Global Utility Strip,"Provides quick access links for contact, subscription, and group sites.",S,1,Basic navigation links without complex interactivity.,https://www.abbvie.com/who-we-are/operating-with-integrity/responsible-supply-chain/supplier-resources.html,global_utility_strip,Utility strip,No direct match found in the AEM catalog.
Supplier Resources | AbbVie,Primary Navigation,Main site navigation including logo and menu.,M,1,Includes main navigation elements and logo positioning.,https://www.abbvie.com/who-we-are/operating-with-integrity/responsible-supply-chain/supplier-resources.html,primary_navigation,Main navigation,No direct match found in the AEM catalog.
Supplier Resources | AbbVie,Hero Section,Highlights the main theme or message of the page.,M,1,"Hero section with large image and heading, styled for emphasis.",https://www.abbvie.com/who-we-are/operating-with-integrity/responsible-supply-chain/supplier-resources.html,hero_section,Hero banner,Matched to 'Hero' in AEM catalog.
Supplier Resources | AbbVie,Card Grid Highlights,Displays key highlights or stories in a card format.,M,1,Responsive grid layout with styled cards.,https://www.abbvie.com/who-we-are/operating-with-integrity/responsible-supply-chain/supplier-resources.html,card_grid_highlights,Card grid,Matched to 'Cards' in AEM catalog.
Supplier Resources | AbbVie,Dashboard Facts,Showcases key facts or statistics in a dashboard style.,M,1,Dashboard layout with statistical data presentation.,https://www.abbvie.com/who-we-are/operating-with-integrity/responsible-supply-chain/supplier-resources.html,dashboard_facts,Dashboard statistics,No direct match found in the AEM catalog.
Internships | AbbVie,Global Utility Strip,Provides access to global utilities like contact and subscribe.,S,1,Simple utility strip with minimal interactivity.,https://www.abbvie.com/join-us/internships.html,global_utility_strip,Utility strip,No matching catalog entry found.
Internships | AbbVie,Primary Navigation,Main navigation menu for accessing site sections.,M,1,Moderate complexity due to navigation depth and accessibility requirements.,https://www.abbvie.com/join-us/internships.html,primary_navigation,Main navigation,No matching catalog entry found.
Croatia | AbbVie,Global Utility Strip,"Provides quick access to contact, subscription, and group site links.",S,1,Basic navigation strip with limited interactivity.,https://www.abbvie.com/contact-center/locations/croatia.html,global_utility_strip,Utility strip,This block does not match any catalog entry.
Croatia | AbbVie,Primary Navigation,Main site navigation with dropdown menus for exploring sections.,C,1,Complex navigation structure with dropdown menus and accessibility requirements.,https://www.abbvie.com/contact-center/locations/croatia.html,primary_navigation,Main navigation,This block does not match any catalog entry.
Croatia | AbbVie,Hero Section,Highlights the main theme or purpose of the page with visual emphasis.,M,1,Utilizes visual emphasis and styling for primary page focus.,https://www.abbvie.com/contact-center/locations/croatia.html,hero_section,Hero section,Matched to catalog entry 'Hero'.
Croatia | AbbVie,Content Introduction,Introduces the page content with a title and brief description.,S,1,Simple text-based introduction with minimal styling.,https://www.abbvie.com/contact-center/locations/croatia.html,content_intro,Introduction,This block does not match any catalog entry.
Croatia | AbbVie,Call-to-Action Buttons,Provides links to navigate to related sections or pages.,M,1,Interactive buttons with potential styling and click tracking.,https://www.abbvie.com/contact-center/locations/croatia.html,cta_buttons,Subscribe,This block does not match any catalog entry.
Croatia | AbbVie,Link List,Displays a list of links for further exploration.,S,1,Static list of links with basic styling.,https://www.abbvie.com/contact-center/locations/croatia.html,link_list,Cookie preferences,This block does not match any catalog entry.
Croatia | AbbVie,Card Grid,"Showcases content cards with images, titles, and descriptions.",M,1,Grid layout with images and descriptions requiring responsive design.,https://www.abbvie.com/contact-center/locations/croatia.html,card_grid,Grid display,This block does not match any catalog entry.
Jeffrey R. Stewart | AbbVie,Primary Navigation,Main navigation providing access to primary website sections.,M,1,Requires responsive design and accessibility considerations.,https://www.abbvie.com/who-we-are/our-leaders/jeffrey-stewart.html,primary_navigation,Main navigation,Ensure seamless integration with other navigation components.
Jeffrey R. Stewart | AbbVie,Hero Section,Prominent hero section with a large image and key information.,M,1,Involves design and layout customization.,https://www.abbvie.com/who-we-are/our-leaders/jeffrey-stewart.html,hero_section,Hero display,Ensure image optimization and responsive behavior.
Jeffrey R. Stewart | AbbVie,Content Introduction,Introduction text about AbbVie and its mission.,S,1,Simple text display with minor styling.,https://www.abbvie.com/who-we-are/our-leaders/jeffrey-stewart.html,content_intro,Text introduction,Focus on readability and concise presentation.
Jeffrey R. Stewart | AbbVie,Call to Action Buttons,Buttons for navigation to related pages or sections.,M,1,Requires interactive elements and accessibility compliance.,https://www.abbvie.com/who-we-are/our-leaders/jeffrey-stewart.html,cta_buttons,Navigation buttons,Include hover and focus states for accessibility.
Jeffrey R. Stewart | AbbVie,Link List,List of links for easy access to related topics.,S,1,Simple list structure with minor styling.,https://www.abbvie.com/who-we-are/our-leaders/jeffrey-stewart.html,link_list,Link grouping,Ensure link descriptions are clear and informative.
Jeffrey R. Stewart | AbbVie,Profile Card,Card highlighting a profile with image and description.,M,1,Involves layout and responsive design.,https://www.abbvie.com/who-we-are/our-leaders/jeffrey-stewart.html,profile_card,Profile display,Ensure proper alignment and visual hierarchy.
Jeffrey R. Stewart | AbbVie,Data Highlight,Section showcasing key statistics or achievements.,M,1,Requires dynamic data integration and visual representation.,https://www.abbvie.com/who-we-are/our-leaders/jeffrey-stewart.html,data_highlight,Statistical showcase,Focus on graphical representation for clarity.
Breaking the rules of science to treat cancer | AbbVie,Global Utility Strip,"Provides quick access to contact information, subscription options, and links to group sites.",S,1,Simple layout and functionality without advanced interactivity.,https://www.abbvie.com/who-we-are/our-stories/breaking-the-rules-of-science-to-treat-cancer.html,global_utility_strip,Utility strip,No matching block type found in the AEM catalog.
