Page Title,UI Component Name,Function description,Tshirt Sizing,Number of occurrences,Complexity justification,Page URL,Source block name,Variation type,Other remarks
Going inside prison walls to help eliminate hepatitis C | AbbVie,Call-to-Action Buttons,Encourages users to take specific actions like exploring more content.,S,1,Simple button functionality.,https://www.abbvie.com/who-we-are/our-stories/going-inside-prison-walls-to-help-eliminate-hepatitis-c.html,cta_buttons,Action prompts,No direct match found in the AEM catalog.
Going inside prison walls to help eliminate hepatitis C | AbbVie,Card Grid,Displays a grid of cards with images and descriptions for related stories or features.,M,1,Moderate complexity due to layout and interactive elements.,https://www.abbvie.com/who-we-are/our-stories/going-inside-prison-walls-to-help-eliminate-hepatitis-c.html,card_grid,Grid of cards,No direct match found in the AEM catalog.
Going inside prison walls to help eliminate hepatitis C | AbbVie,Back to Top Button,Allows users to quickly return to the top of the page.,S,1,Simple functionality with minimal interaction.,https://www.abbvie.com/who-we-are/our-stories/going-inside-prison-walls-to-help-eliminate-hepatitis-c.html,back_to_top_button,Utility button,No direct match found in the AEM catalog.
Finding hope in a pandemic: A conversation with two hepatitis C experts | AbbVie,Global Utility Strip,"Provides quick access to contact, subscription, and group site links.",S,1,Simple navigation links without deep functionality.,https://www.abbvie.com/who-we-are/our-stories/finding-hope-in-a-pandemic--a-conversation-with-two-hepatitis-c-.html,global_utility_strip,Utility strip,No direct match found in the AEM catalog.
Finding hope in a pandemic: A conversation with two hepatitis C experts | AbbVie,Primary Navigation,Main site navigation with branding and mega-navigation.,M,1,Includes branding and potentially complex navigation structures.,https://www.abbvie.com/who-we-are/our-stories/finding-hope-in-a-pandemic--a-conversation-with-two-hepatitis-c-.html,primary_navigation,Main navigation,No direct match found in the AEM catalog.
Finding hope in a pandemic: A conversation with two hepatitis C experts | AbbVie,Main Content Area,Contains the primary content and stories of the page.,M,1,Primary content often includes structured layouts and dynamic elements.,https://www.abbvie.com/who-we-are/our-stories/finding-hope-in-a-pandemic--a-conversation-with-two-hepatitis-c-.html,main_content,Content area,No direct match found in the AEM catalog.
Why delivering science-based targets are key to sustainable growth | AbbVie,Global Utility Strip,"Provides quick access to contact, subscription, and group sites.",S,1,Single-level navigation with minimal interactivity.,https://www.abbvie.com/who-we-are/our-stories/why-delivering-science-based-targets-are-key-to-sustainable-grow.html,global_utility_strip,Utility strip,No exact match in catalog.
Why delivering science-based targets are key to sustainable growth | AbbVie,Primary Navigation,Main site navigation including logo and menu.,M,1,Complex navigation structure with potential dropdowns or multi-level menus.,https://www.abbvie.com/who-we-are/our-stories/why-delivering-science-based-targets-are-key-to-sustainable-grow.html,primary_navigation,Main navigation,No exact match in catalog.
Why delivering science-based targets are key to sustainable growth | AbbVie,Hero Section,Large visual and title introducing the page content.,M,1,Requires integration of large images and responsive design.,https://www.abbvie.com/who-we-are/our-stories/why-delivering-science-based-targets-are-key-to-sustainable-grow.html,hero_section,Hero banner,Matched to 'Hero' in catalog.
Why delivering science-based targets are key to sustainable growth | AbbVie,Main Content,Primary content area of the page with articles and links.,M,1,Content aggregation and layout complexity.,https://www.abbvie.com/who-we-are/our-stories/why-delivering-science-based-targets-are-key-to-sustainable-grow.html,main_content,Content area,No exact match in catalog.
Life after stroke: Living with and researching spasticity | AbbVie,Global Utility Strip,"Provides quick access to contact, subscription, and group site links.",S,1,Limited scope; simple navigation links.,https://www.abbvie.com/who-we-are/our-stories/life-after-stroke-living-with-and-researching-spasticity.html,global_utility_strip,Utility strip,No direct match in catalog; functionality straightforward.
Life after stroke: Living with and researching spasticity | AbbVie,Primary Navigation,Main site navigation with dropdown menus for exploring site sections.,M,1,Dropdown menus increase implementation complexity.,https://www.abbvie.com/who-we-are/our-stories/life-after-stroke-living-with-and-researching-spasticity.html,primary_navigation,Main navigation,No direct match in catalog; dropdown functionality adds complexity.
Lessons from a lifelong journey with psoriasis | AbbVie,Utility Navigation,"Provides quick access links for contact, subscription, and group sites.",S,1,Relatively simple navigation block with basic functionality.,https://www.abbvie.com/who-we-are/our-stories/lessons-from-a-lifelong-journey-with-psoriasis.html,global_utility_strip,Utility strip,No direct match found in the catalog.
Lessons from a lifelong journey with psoriasis | AbbVie,Primary Navigation,Main site navigation with branding and menu.,M,1,"Requires integration of branding and menu structure, moderate complexity.",https://www.abbvie.com/who-we-are/our-stories/lessons-from-a-lifelong-journey-with-psoriasis.html,primary_navigation,Main navigation,No direct match found in the catalog.
Lessons from a lifelong journey with psoriasis | AbbVie,Feature Cards,Displays key stories or features in a card layout.,M,1,Includes responsiveness and visual styling for cards.,https://www.abbvie.com/who-we-are/our-stories/lessons-from-a-lifelong-journey-with-psoriasis.html,feature_cards,Card layout,Mapped to 'Cards' from the catalog.
Lessons from a lifelong journey with psoriasis | AbbVie,Call-to-Action,Encourages user interaction with links and buttons.,S,1,Simple interactive elements without complex integrations.,https://www.abbvie.com/who-we-are/our-stories/lessons-from-a-lifelong-journey-with-psoriasis.html,cta_section,Subscribe,No direct match found in the catalog.
Lessons from a lifelong journey with psoriasis | AbbVie,Content Section,Main article or story content presented in paragraphs.,S,1,Straightforward text content with minimal styling.,https://www.abbvie.com/who-we-are/our-stories/lessons-from-a-lifelong-journey-with-psoriasis.html,prose_content,Content,No direct match found in the catalog.
Voices of AbbVie: Reflecting on a decade of impact | AbbVie,Global Utility Strip,"Provides quick access to contact, subscribe, and group site links.",S,1,"Limited functionality, primarily links.",https://www.abbvie.com/who-we-are/our-stories/voices-abbvie-reflecting-on-decade-impact.html,global_utility_strip,Utility strip,No direct match in catalog.
Voices of AbbVie: Reflecting on a decade of impact | AbbVie,Primary Navigation,Main navigation bar for accessing site sections.,M,1,Includes structured navigation and potential dropdowns.,https://www.abbvie.com/who-we-are/our-stories/voices-abbvie-reflecting-on-decade-impact.html,primary_navigation,Main navigation,No direct match in catalog.
Voices of AbbVie: Reflecting on a decade of impact | AbbVie,Content Introduction,Introduces the page content with a summary or key message.,S,1,Simple text and layout.,https://www.abbvie.com/who-we-are/our-stories/voices-abbvie-reflecting-on-decade-impact.html,content_intro,Introductory text,No direct match in catalog.
Voices of AbbVie: Reflecting on a decade of impact | AbbVie,Call-to-Action Button,Encourages user interaction with a prominent button.,S,1,Single interactive element with basic styling.,https://www.abbvie.com/who-we-are/our-stories/voices-abbvie-reflecting-on-decade-impact.html,cta_button,Button,No direct match in catalog.
Voices of AbbVie: Reflecting on a decade of impact | AbbVie,Card Grid,Displays a grid of cards with images and text for featured content.,M,1,Requires responsive grid layout and content management.,https://www.abbvie.com/who-we-are/our-stories/voices-abbvie-reflecting-on-decade-impact.html,card_grid,Grid of cards,Mapped to 'Cards' block in catalog.
Digital Science Lab | AbbVie,Utility Navigation,Provides top-level navigation links for contact and external resources.,S,1,Simple navigation with minimal interactivity.,https://www.abbvie.com/who-we-are/our-stories/digital-science-lab.html,global_utility_strip,Utility strip,Not matched to a specific AEM block catalog entry.
Digital Science Lab | AbbVie,Primary Navigation,Main navigation bar linking to primary site sections.,M,1,Includes deeper navigation hierarchy and potential responsiveness.,https://www.abbvie.com/who-we-are/our-stories/digital-science-lab.html,primary_navigation,Main navigation,Not matched to a specific AEM block catalog entry.
Digital Science Lab | AbbVie,Hero Section,Displays a prominent hero image and introductory text.,M,1,Requires integration of large media assets and prominent styling.,https://www.abbvie.com/who-we-are/our-stories/digital-science-lab.html,hero_section,Hero image with text,Mapped to 'Hero' block in AEM catalog.
Digital Science Lab | AbbVie,Card Grid,Presents a responsive grid of cards for showcasing content.,M,1,Utilizes grid layout and responsive design elements.,https://www.abbvie.com/who-we-are/our-stories/digital-science-lab.html,card_grid,Grid of cards,Mapped to 'Cards' block in AEM catalog.
Sharpening focus on eye diseases caused by diabetes | AbbVie,Global Navigation,Provides site-wide navigation options for users.,M,1,Includes accessibility considerations and potentially deep navigation structures.,https://www.abbvie.com/who-we-are/our-stories/sharpening-focus-on-eye-diseases-caused-by-diabetes.html,global_navigation,Main navigation,Could benefit from further catalog exploration for precise mapping.
